invoice_number,vendor_name,gst_number,invoice_category,payment_method,invoice_amount,tax_amount,payment_terms,invoice_date,due_date,vendor_frequency,duplicate_invoice,gst_valid,tax_mismatch,date_anomaly,amount_deviation,fraud
INV-104320,ABC Technologies,35YSCEO0045F0ZY,Hardware,UPI,42721.68,7689.9,45,2025-09-03 12:15:35.225256,2025-10-18 12:15:35.225256,45,1,1,0,0,1.31,1
INV-104321,Skyline Pvt Ltd,18YVODL8059NBZ6,Maintenance,Credit Card,44578.54,8024.14,45,2026-05-04 12:15:35.225266,2026-06-18 12:15:35.225266,10,0,1,0,0,1.47,0
INV-104322,Prime Electronics,30XFNWM7451LZZ0,Hardware,UPI,47193.54,8494.84,60,2025-11-04 12:15:35.225275,2026-01-03 12:15:35.225275,52,0,1,0,0,1.43,0
INV-104323,Skyline Pvt Ltd,21IXJVR4910Q0ZZ,Software,Cheque,27799.21,5003.86,60,2025-07-09 12:15:35.225285,2025-09-07 12:15:35.225285,90,0,1,0,0,1.17,0
INV-104324,Prime Electronics,19JNDTG9435K6Z5,Software,UPI,78459.36,14122.68,45,2025-06-28 12:15:35.225295,2025-08-12 12:15:35.225295,99,0,1,0,0,0.61,0
INV-104325,Bluechip Enterprises,28CXGJK0048C8ZZ,Electronics,UPI,58365.47,10505.78,60,2025-07-17 12:15:35.225305,2025-09-15 12:15:35.225305,87,0,1,0,0,0.78,0
INV-104326,Bluechip Enterprises,18JRCCS5549ZNZ3,Consulting,UPI,13360.71,1827.27,45,2026-01-10 12:15:35.225315,2026-02-24 12:15:35.225315,47,0,1,1,0,0.75,1
INV-104327,ABC Technologies,23LTGCO2986RGZO,Electronics,Bank Transfer,90574.5,16303.41,45,2026-02-09 12:15:35.225325,2026-03-26 12:15:35.225325,65,0,1,0,0,0.66,0
INV-104328,Prime Electronics,12345,Electronics,UPI,37265.9,6707.86,45,2026-02-20 12:15:35.225335,2026-04-06 12:15:35.225335,89,0,0,0,0,0.62,1
INV-104329,ABC Technologies,27ZEZUI6009KCZD,Maintenance,Cheque,60040.74,10807.33,15,2026-01-26 12:15:35.225345,2026-02-10 12:15:35.225345,46,0,1,0,0,0.55,0
INV-104330,Skyline Pvt Ltd,24BDRAT7775QLZC,Software,Credit Card,81145.96,14606.27,15,2026-06-03 12:15:35.225354,2026-06-18 12:15:35.225354,17,0,1,0,0,1.5,0
INV-104331,Bluechip Enterprises,29SCUQQ9997ZVZ2,Hardware,Cheque,51575.99,9283.68,60,2026-04-28 12:15:35.225363,2026-06-27 12:15:35.225363,25,0,1,0,0,0.56,0
INV-104332,ABC Technologies,16XDKDQ9046SPZV,Maintenance,Credit Card,84805.36,15264.96,15,2026-01-03 12:15:35.225372,2026-01-18 12:15:35.225372,65,0,1,0,0,0.83,0
INV-104333,Skyline Pvt Ltd,22IXIPP6209XLZT,Consulting,Bank Transfer,75273.23,13549.18,60,2026-03-28 12:15:35.225381,2026-05-27 12:15:35.225381,17,0,1,0,0,1.46,0
INV-104334,Prime Electronics,14JMWBJ6733VIZ3,Software,Cheque,25361.8,12548.92,30,2026-05-20 12:15:35.225393,2026-06-19 12:15:35.225393,19,0,1,1,0,0.8,1
INV-104335,XYZ Solutions,36IQGKZ1055B1ZU,Electronics,Cheque,97065.05,17471.71,15,2025-09-09 12:15:35.225404,2025-09-24 12:15:35.225404,77,0,1,0,0,1.41,0
INV-104336,Prime Electronics,16FYEXX6493GSZP,Hardware,Credit Card,10171.13,1830.8,15,2025-08-06 12:15:35.225413,2025-08-21 12:15:35.225413,25,0,1,0,0,0.63,0
INV-104337,Prime Electronics,25ZAKNR1187BWZZ,Electronics,Bank Transfer,97413.11,17534.36,60,2026-05-08 12:15:35.225424,2026-07-07 12:15:35.225424,78,0,1,0,0,2.48,1
INV-104338,Global Traders,13YYVQW4562PVZ4,Maintenance,Credit Card,43553.38,13313.15,60,2026-01-03 12:15:35.225435,2026-03-04 12:15:35.225435,77,0,1,1,0,0.76,1
INV-104339,Apex Supplies,24JZEQS3624THZB,Hardware,Bank Transfer,90279.35,16250.28,15,2025-10-15 12:15:35.225445,2025-10-30 12:15:35.225445,40,0,1,0,0,1.08,0
INV-104340,Apex Supplies,15TMKJA6254MVZT,Software,Bank Transfer,55912.91,10064.32,30,2025-11-15 12:15:35.225454,2025-12-15 12:15:35.225454,8,0,1,0,0,0.78,0
INV-104341,Prime Electronics,18NIVHW4252VLZQ,Maintenance,Cheque,63239.5,11383.11,60,2025-08-13 12:15:35.225464,2025-10-12 12:15:35.225464,63,0,1,0,0,0.57,0
INV-104342,Future Innovations,29PLFUO6053GZZA,Hardware,Cheque,35688.91,6424.0,45,2026-04-10 12:15:35.225474,2026-03-26 12:15:35.225474,34,0,1,0,1,1.27,1
INV-104343,TechNova,27DWOJM5509I0ZL,Consulting,Cheque,97305.96,17515.07,45,2025-08-01 12:15:35.225485,2025-09-15 12:15:35.225485,98,0,1,0,0,2.22,1
INV-104344,Skyline Pvt Ltd,12BVFUD1233DCZ5,Consulting,UPI,23859.88,4294.78,15,2025-07-19 12:15:35.225495,2025-08-03 12:15:35.225495,70,0,1,0,0,0.51,0
INV-104345,Future Innovations,14BZASP5668X5ZF,Consulting,Cheque,94788.98,17062.02,30,2026-05-29 12:15:35.225505,2026-06-28 12:15:35.225505,8,0,1,0,0,1.47,0
INV-104346,Bluechip Enterprises,33FGLJB6597OSZH,Hardware,UPI,44439.29,7999.07,45,2026-05-26 12:15:35.225514,2026-07-10 12:15:35.225514,52,0,1,0,0,1.0,0
INV-104347,ABC Technologies,13SHNZP9017P2ZV,Consulting,Credit Card,51888.71,9339.97,45,2025-08-15 12:15:35.225524,2025-09-29 12:15:35.225524,73,0,1,0,0,1.22,0
INV-104348,Global Traders,16HMYVT7303D3ZZ,Electronics,UPI,73723.3,13270.19,30,2026-04-18 12:15:35.225533,2026-05-18 12:15:35.225533,93,0,1,0,0,1.38,0
INV-104349,TechNova,34KWQOG2639WJZJ,Consulting,UPI,39262.61,7067.27,60,2025-08-25 12:15:35.225543,2025-10-24 12:15:35.225543,90,0,1,0,0,0.63,0
INV-104350,XYZ Solutions,15YSINX6633VRZJ,Maintenance,Credit Card,78452.06,14121.37,15,2026-01-12 12:15:35.225552,2026-01-27 12:15:35.225552,30,0,1,0,0,0.5,0
INV-104351,XYZ Solutions,12OAYTV9348G6Z1,Maintenance,Cheque,56518.36,10173.3,30,2026-01-07 12:15:35.225561,2026-02-06 12:15:35.225561,9,0,1,0,0,1.26,0
INV-104352,Skyline Pvt Ltd,12EADYT2010S1ZA,Software,Cheque,62756.03,11296.09,45,2026-04-01 12:15:35.225570,2026-05-16 12:15:35.225570,92,1,1,0,0,0.77,1
INV-104353,Future Innovations,24YOZRB1675P9ZC,Hardware,Cheque,45250.55,8145.1,15,2026-01-24 12:15:35.225580,2026-02-08 12:15:35.225580,21,0,1,0,0,2.75,1
INV-104354,Global Traders,11ALMVA0109PXZG,Consulting,Credit Card,12601.59,2268.29,60,2026-04-24 12:15:35.225590,2026-06-23 12:15:35.225590,81,0,1,0,0,0.86,0
INV-104355,Apex Supplies,23FMEZN7818UVZ3,Software,Cheque,24658.23,4438.48,45,2025-11-30 12:15:35.225601,2026-01-14 12:15:35.225601,65,0,1,0,0,0.57,0
INV-104356,Apex Supplies,26UBHSJ1759M6ZL,Consulting,Credit Card,60579.49,10904.31,15,2025-10-16 12:15:35.225612,2025-10-31 12:15:35.225612,56,0,1,0,0,0.79,0
INV-104357,XYZ Solutions,14UBXDG7257PAZC,Maintenance,UPI,74244.93,13364.09,30,2026-06-07 12:15:35.225622,2026-07-07 12:15:35.225622,80,0,1,0,0,1.25,0
INV-104358,Vertex Systems,19OJOLA4992EXZU,Software,UPI,34265.96,17063.22,15,2026-06-19 12:15:35.225632,2026-07-04 12:15:35.225632,79,0,1,1,0,1.27,1
INV-104359,Apex Supplies,23HZLUD4318VVZG,Maintenance,Credit Card,33229.17,5981.25,15,2026-06-04 12:15:35.225642,2026-06-19 12:15:35.225642,77,0,1,0,0,0.68,0
INV-104360,TechNova,30NXXKJ0828XZZC,Hardware,Credit Card,7400.84,1332.15,45,2025-11-17 12:15:35.225652,2026-01-01 12:15:35.225652,84,0,1,0,0,1.02,0
INV-104361,Future Innovations,25ASKYG4198U0ZQ,Software,Cheque,89924.31,16186.38,30,2025-11-28 12:15:35.225661,2025-12-28 12:15:35.225661,73,0,1,0,0,0.84,0
INV-104362,XYZ Solutions,19PJZQJ2445IFZP,Hardware,UPI,97910.97,17623.97,15,2025-09-23 12:15:35.225670,2025-10-08 12:15:35.225670,81,0,1,0,0,1.44,0
INV-104363,Skyline Pvt Ltd,23LOJTD0331X6ZP,Consulting,Cheque,52845.61,9512.21,15,2025-11-04 12:15:35.225679,2025-11-19 12:15:35.225679,32,0,1,0,0,1.37,0
INV-104364,Global Traders,12345,Consulting,UPI,89413.27,16094.39,15,2025-09-30 12:15:35.225688,2025-10-15 12:15:35.225688,9,0,0,0,0,1.28,1
INV-104365,ABC Technologies,13EOMIZ4153MTZT,Consulting,Credit Card,3239.73,583.15,30,2025-12-20 12:15:35.225700,2026-01-19 12:15:35.225700,59,0,1,0,0,0.98,0
INV-104366,TechNova,11KCRWH1058R2ZI,Maintenance,Bank Transfer,54886.55,9879.58,60,2026-04-13 12:15:35.225709,2026-06-12 12:15:35.225709,63,0,1,0,0,1.42,0
INV-104367,Apex Supplies,31RGSIW4478IJZ4,Maintenance,Credit Card,40167.62,7230.17,15,2025-10-20 12:15:35.225721,2025-11-04 12:15:35.225721,17,0,1,0,0,0.88,0
INV-104368,XYZ Solutions,20JVYOD4581S4ZE,Consulting,Credit Card,66888.4,12039.91,60,2026-04-20 12:15:35.225730,2026-04-12 12:15:35.225730,6,0,1,0,1,1.26,1
INV-104369,Global Traders,19ALOES5153XFZR,Electronics,UPI,53442.58,24770.58,30,2026-03-25 12:15:35.225741,2026-04-24 12:15:35.225741,69,0,1,1,0,1.3,1
INV-104370,XYZ Solutions,20IOCNF1151LCZ9,Electronics,UPI,21384.56,3849.22,45,2026-02-16 12:15:35.225751,2026-04-02 12:15:35.225751,62,0,1,0,0,1.18,0
INV-104371,Skyline Pvt Ltd,ABCDE,Maintenance,Cheque,66135.83,11904.45,30,2026-01-01 12:15:35.225761,2026-01-31 12:15:35.225761,19,0,0,0,0,1.09,1
INV-104372,Vertex Systems,36ILRWD9271SGZX,Consulting,Bank Transfer,92354.09,16623.74,15,2025-11-20 12:15:35.225771,2025-12-05 12:15:35.225771,69,0,1,0,0,0.8,0
INV-104373,XYZ Solutions,21KOLOB8708OPZS,Consulting,Bank Transfer,16408.97,2953.61,45,2025-06-23 12:15:35.225780,2025-06-08 12:15:35.225780,70,0,1,0,1,0.99,1
INV-104374,TechNova,31YHZYG0792T1Z4,Electronics,UPI,18962.82,3413.31,60,2025-12-17 12:15:35.225791,2026-02-15 12:15:35.225791,81,0,1,0,0,0.68,0
INV-104375,Bluechip Enterprises,29FRLDJ9032CZZO,Consulting,Cheque,2333.5,1101.06,15,2025-10-21 12:15:35.225801,2025-11-05 12:15:35.225801,3,0,1,1,0,0.94,1
INV-104376,Prime Electronics,37GRMFW1218X8ZE,Software,Credit Card,34510.76,15839.87,60,2025-08-12 12:15:35.225812,2025-10-11 12:15:35.225812,20,0,1,1,0,0.84,1
INV-104377,Vertex Systems,ABCDE,Maintenance,Cheque,96597.9,17387.62,15,2025-07-10 12:15:35.225823,2025-07-25 12:15:35.225823,55,0,0,0,0,0.7,1
INV-104378,Prime Electronics,27QUNKE9049J6ZD,Software,Cheque,70556.74,12700.21,15,2026-02-18 12:15:35.225834,2026-03-05 12:15:35.225834,24,0,1,0,0,0.56,0
INV-104379,Vertex Systems,21OKKWK5690PFZN,Maintenance,Credit Card,55148.82,9926.79,60,2025-10-19 12:15:35.225843,2025-12-18 12:15:35.225843,95,0,1,0,0,0.7,0
INV-104380,TechNova,22VQJNX7550L1ZV,Maintenance,UPI,40179.43,7232.3,45,2026-05-23 12:15:35.225852,2026-07-07 12:15:35.225852,23,1,1,0,0,1.45,1
INV-104381,ABC Technologies,32ATNRO9323I9ZQ,Maintenance,Cheque,17265.52,7761.76,45,2026-01-09 12:15:35.225862,2026-02-23 12:15:35.225862,82,0,1,1,0,1.09,1
INV-104382,Skyline Pvt Ltd,12LUCSM4074EXZY,Hardware,Bank Transfer,87132.93,15683.93,45,2026-03-02 12:15:35.225872,2026-04-16 12:15:35.225872,31,0,1,0,0,0.76,0
INV-104383,Apex Supplies,29PSJED1883AMZZ,Maintenance,Cheque,97039.07,17467.03,30,2026-03-18 12:15:35.225881,2026-04-17 12:15:35.225881,28,0,1,0,0,0.63,0
INV-104384,XYZ Solutions,12VORNQ2703MOZG,Software,Bank Transfer,48635.01,8754.3,15,2026-01-30 12:15:35.225890,2026-02-14 12:15:35.225890,86,0,1,0,0,0.64,0
INV-104385,Prime Electronics,30PABMC7429J8ZS,Software,Cheque,75341.88,13561.54,15,2025-10-17 12:15:35.225899,2025-11-01 12:15:35.225899,77,0,1,0,0,3.71,1
INV-104386,TechNova,30PWIIX3203BJZN,Electronics,Cheque,77586.35,13965.54,15,2026-02-08 12:15:35.225909,2026-02-23 12:15:35.225909,43,0,1,0,0,0.82,0
INV-104387,Prime Electronics,31SQFEH4406D4ZD,Software,Bank Transfer,66896.78,12041.42,30,2026-03-26 12:15:35.225919,2026-04-25 12:15:35.225919,18,0,1,0,0,0.63,0
INV-104388,TechNova,30ZVYCI9280GEZS,Hardware,Cheque,6501.54,2381.07,15,2025-08-29 12:15:35.225928,2025-09-13 12:15:35.225928,91,0,1,1,0,0.65,1
INV-104389,ABC Technologies,28VXYAG5466M7ZC,Hardware,UPI,8956.4,1612.15,15,2026-06-04 12:15:35.225938,2026-06-19 12:15:35.225938,12,0,1,0,0,0.97,0
INV-104390,Vertex Systems,21LOKZK2801VDZZ,Maintenance,Credit Card,13668.51,2460.33,60,2026-01-06 12:15:35.225948,2026-03-07 12:15:35.225948,43,0,1,0,0,0.77,0
INV-104391,Global Traders,29FCFZP4130U2ZS,Software,Cheque,4884.22,879.16,30,2025-09-18 12:15:35.225957,2025-10-18 12:15:35.225957,88,1,1,0,0,1.04,1
INV-104392,Bluechip Enterprises,23XAYBZ8934G9ZW,Electronics,UPI,50519.84,9093.57,15,2025-10-10 12:15:35.225967,2025-10-25 12:15:35.225967,52,0,1,0,0,5.52,1
INV-104393,XYZ Solutions,11EEBCW8821DZZC,Hardware,Credit Card,12066.93,2172.05,45,2026-05-17 12:15:35.225978,2026-07-01 12:15:35.225978,81,0,1,0,0,1.07,0
INV-104394,ABC Technologies,11MKJXJ0880ONZN,Hardware,UPI,69116.18,12440.91,15,2026-05-26 12:15:35.225988,2026-05-05 12:15:35.225988,14,0,1,0,1,1.45,1
INV-104395,Prime Electronics,17SESSV7121AZZ2,Consulting,Cheque,6907.08,1243.27,30,2025-11-18 12:15:35.225999,2025-12-18 12:15:35.225999,30,0,1,0,0,0.62,0
INV-104396,Global Traders,33DBWCK2272BMZR,Software,Cheque,35365.92,6365.87,15,2026-06-21 12:15:35.226007,2026-07-06 12:15:35.226007,58,0,1,0,0,0.67,0
INV-104397,Global Traders,21TZUKM5952KXZY,Consulting,Bank Transfer,15644.47,2816.0,15,2026-02-24 12:15:35.226017,2026-02-04 12:15:35.226017,69,0,1,0,1,0.61,1
INV-104398,Skyline Pvt Ltd,16QVVWW8909GFZ9,Consulting,Cheque,57422.68,10336.08,15,2026-02-23 12:15:35.226040,2026-03-10 12:15:35.226040,94,0,1,0,0,1.24,0
INV-104399,ABC Technologies,21XIJAU1887WYZR,Electronics,UPI,64921.59,11685.89,30,2026-02-11 12:15:35.226054,2026-03-13 12:15:35.226054,4,0,1,0,0,0.69,0
INV-104400,Vertex Systems,14GKXIP7160XIZH,Consulting,Bank Transfer,20790.27,3742.25,15,2026-02-17 12:15:35.226064,2026-01-24 12:15:35.226064,48,0,1,0,1,0.73,1
INV-104401,Apex Supplies,16LAGHD3298EMZ3,Maintenance,Bank Transfer,66753.08,12015.55,15,2026-02-05 12:15:35.226074,2026-02-20 12:15:35.226074,56,0,1,0,0,1.23,0
INV-104402,Apex Supplies,23JHEEW4214DLZT,Consulting,Credit Card,56712.78,27767.49,30,2026-04-03 12:15:35.226084,2026-05-03 12:15:35.226084,92,0,1,1,0,1.14,1
INV-104403,Skyline Pvt Ltd,14BUNJS9805EAZ8,Consulting,Bank Transfer,70143.49,12625.83,45,2025-08-28 12:15:35.226094,2025-10-12 12:15:35.226094,77,1,1,0,0,0.8,1
INV-104404,TechNova,18EMXID6439B8ZW,Electronics,Cheque,44919.0,8085.42,15,2025-08-18 12:15:35.226104,2025-09-02 12:15:35.226104,45,1,1,0,0,0.7,1
INV-104405,Future Innovations,14JBZZO2649E3ZR,Consulting,Cheque,78010.46,14041.88,60,2026-05-24 12:15:35.226114,2026-07-23 12:15:35.226114,26,0,1,0,0,0.61,0
INV-104406,Vertex Systems,30SUOGU0480P3ZS,Electronics,Cheque,81729.97,14711.39,15,2025-07-17 12:15:35.226124,2025-08-01 12:15:35.226124,41,1,1,0,0,0.94,1
INV-104407,Prime Electronics,33LECEU5935F4Z4,Maintenance,UPI,63664.77,11459.66,45,2025-06-24 12:15:35.226134,2025-08-08 12:15:35.226134,55,0,1,0,0,0.73,0
INV-104408,TechNova,36DHNVP7731W2ZU,Electronics,UPI,92464.73,16643.65,45,2025-12-17 12:15:35.226143,2026-01-31 12:15:35.226143,42,0,1,0,0,1.09,0
INV-104409,Apex Supplies,37GHEQG9702LUZH,Consulting,Bank Transfer,7418.4,1335.31,45,2026-06-13 12:15:35.226154,2026-07-28 12:15:35.226154,69,0,1,0,0,0.69,0
INV-104410,Bluechip Enterprises,13UFLPL9114CGZP,Electronics,Cheque,63699.35,2450.52,45,2025-12-27 12:15:35.226163,2026-02-10 12:15:35.226163,63,0,1,1,0,1.48,1
INV-104411,ABC Technologies,21JJRSF2863SJZM,Software,UPI,41439.29,7459.07,60,2026-02-08 12:15:35.226173,2026-04-09 12:15:35.226173,19,0,1,0,0,1.18,0
INV-104412,Apex Supplies,30DXDBF1083L1ZX,Maintenance,Credit Card,58188.79,10473.98,45,2026-01-28 12:15:35.226182,2026-03-14 12:15:35.226182,67,0,1,0,0,0.76,0
INV-104413,Vertex Systems,36ONHSY0684NPZQ,Maintenance,Credit Card,64891.83,11680.53,60,2025-09-12 12:15:35.226191,2025-11-11 12:15:35.226191,91,0,1,0,0,0.53,0
INV-104414,Prime Electronics,30WWPTI8195R0ZX,Software,Credit Card,67965.51,12233.79,45,2026-06-13 12:15:35.226201,2026-07-28 12:15:35.226201,19,0,1,0,0,0.94,0
INV-104415,Bluechip Enterprises,17XEFHY6881L4Z4,Software,Cheque,59246.88,10664.44,30,2026-01-31 12:15:35.226210,2026-01-15 12:15:35.226210,73,0,1,0,1,1.17,1
INV-104416,Skyline Pvt Ltd,12345,Maintenance,Credit Card,32717.89,5889.22,45,2026-03-27 12:15:35.226221,2026-05-11 12:15:35.226221,84,0,0,0,0,0.92,1
INV-104417,Skyline Pvt Ltd,12LFCAN3268CUZL,Electronics,Bank Transfer,6196.09,1115.3,15,2026-05-07 12:15:35.226232,2026-05-22 12:15:35.226232,2,0,1,0,0,0.52,0
INV-104418,Bluechip Enterprises,19HFTUU0975NNZZ,Hardware,Credit Card,61562.93,11081.33,30,2026-05-12 12:15:35.226241,2026-06-11 12:15:35.226241,80,0,1,0,0,1.45,0
INV-104419,Bluechip Enterprises,12MRWII7864V9ZL,Hardware,UPI,61233.62,11022.05,30,2025-09-21 12:15:35.226250,2025-08-31 12:15:35.226250,87,0,1,0,1,1.04,1
INV-104420,Vertex Systems,33GMNFF3098KCZD,Software,Bank Transfer,8373.97,1507.31,60,2026-02-08 12:15:35.226261,2026-04-09 12:15:35.226261,32,0,1,0,0,1.02,0
INV-104421,Prime Electronics,10YTUEC1178DVZL,Electronics,Cheque,31863.23,5735.38,60,2026-02-06 12:15:35.226273,2026-04-07 12:15:35.226273,40,0,1,0,0,0.9,0
INV-104422,TechNova,17ORAND8193B2ZT,Software,Bank Transfer,82673.36,14881.2,60,2026-05-28 12:15:35.226284,2026-07-27 12:15:35.226284,93,0,1,0,0,0.95,0
INV-104423,ABC Technologies,21LJBDO9002VAZO,Consulting,Credit Card,42021.49,7563.87,15,2025-10-03 12:15:35.226293,2025-09-05 12:15:35.226293,15,0,1,0,1,1.32,1
INV-104424,Future Innovations,23IVDIU1324DQZ9,Consulting,Bank Transfer,22586.89,4065.64,60,2025-09-03 12:15:35.226304,2025-11-02 12:15:35.226304,63,0,1,0,0,1.41,0
INV-104425,Skyline Pvt Ltd,19RYBOK2813EHZA,Software,Credit Card,83745.79,15074.24,45,2026-04-26 12:15:35.226314,2026-06-10 12:15:35.226314,68,1,1,0,0,0.97,1
INV-104426,XYZ Solutions,11WTWUX2805S9Z5,Consulting,UPI,22745.97,4094.27,15,2025-08-16 12:15:35.226323,2025-08-31 12:15:35.226323,77,0,1,0,0,1.22,0
INV-104427,XYZ Solutions,17DWUMR6802CYZ5,Hardware,Cheque,40796.74,7343.41,60,2026-02-24 12:15:35.226332,2026-04-25 12:15:35.226332,41,0,1,0,0,1.0,0
INV-104428,TechNova,35YTRWB8793JTZD,Hardware,Cheque,34109.53,6139.72,30,2025-08-11 12:15:35.226342,2025-09-10 12:15:35.226342,39,0,1,0,0,0.76,0
INV-104429,Global Traders,33OTFFC8419IFZ4,Electronics,Credit Card,83339.73,8599.63,30,2025-10-15 12:15:35.226351,2025-11-14 12:15:35.226351,97,0,1,1,0,0.74,1
INV-104430,TechNova,17LSVAF4939OKZE,Maintenance,Bank Transfer,94473.38,17005.21,45,2026-03-13 12:15:35.226362,2026-04-27 12:15:35.226362,19,0,1,0,0,1.0,0
INV-104431,ABC Technologies,24WUSKJ2844OBZ0,Maintenance,Credit Card,11645.09,2096.12,45,2026-04-18 12:15:35.226371,2026-04-07 12:15:35.226371,29,0,1,0,1,1.45,1
INV-104432,Prime Electronics,25XHHWO8757THZS,Maintenance,Cheque,56617.32,10191.12,15,2026-05-20 12:15:35.226382,2026-06-04 12:15:35.226382,29,0,1,0,0,0.91,0
INV-104433,XYZ Solutions,19YERXC9231TRZC,Hardware,UPI,81009.12,14581.64,15,2026-03-18 12:15:35.226391,2026-04-02 12:15:35.226391,7,0,1,0,0,0.93,0
INV-104434,TechNova,14RUKFD0607O7Z3,Hardware,UPI,28953.25,5211.59,30,2025-06-26 12:15:35.226401,2025-07-26 12:15:35.226401,62,0,1,0,0,1.06,0
INV-104435,TechNova,32SARPO5541LOZK,Electronics,Bank Transfer,79358.79,14284.58,30,2025-07-27 12:15:35.226410,2025-08-26 12:15:35.226410,21,0,1,0,0,1.22,0
INV-104436,Vertex Systems,23RNWAJ8879R5ZL,Consulting,Cheque,27779.87,5000.38,60,2025-06-28 12:15:35.226420,2025-08-27 12:15:35.226420,82,0,1,0,0,1.18,0
INV-104437,TechNova,29WEDDC1485AQZY,Electronics,Cheque,56669.47,10200.5,30,2026-02-01 12:15:35.226429,2026-03-03 12:15:35.226429,33,0,1,0,0,0.63,0
INV-104438,XYZ Solutions,14WTSLD9199FKZV,Consulting,UPI,35366.47,6365.96,60,2025-09-14 12:15:35.226438,2025-11-13 12:15:35.226438,58,0,1,0,0,0.71,0
INV-104439,Vertex Systems,24AMKLT7607Y5ZM,Software,Bank Transfer,24505.07,4410.91,15,2026-01-02 12:15:35.226448,2026-01-17 12:15:35.226448,22,0,1,0,0,0.77,0
INV-104440,Apex Supplies,ABCDE,Electronics,Credit Card,59371.64,10686.9,45,2025-08-31 12:15:35.226458,2025-10-15 12:15:35.226458,21,0,0,0,0,0.97,1
INV-104441,Future Innovations,24AEBDU6816E9ZX,Software,Cheque,36594.89,6587.08,45,2026-02-03 12:15:35.226469,2026-03-20 12:15:35.226469,34,0,1,0,0,1.16,0
INV-104442,Global Traders,33DSWDN0091VGZQ,Software,Credit Card,12313.63,2216.45,15,2025-07-20 12:15:35.226481,2025-08-04 12:15:35.226481,16,0,1,0,0,1.06,0
INV-104443,ABC Technologies,30HGJGD9600GKZW,Electronics,UPI,3659.37,658.69,45,2025-10-24 12:15:35.226491,2025-12-08 12:15:35.226491,30,0,1,0,0,1.06,0
INV-104444,Vertex Systems,29DVNRB1221NXZH,Hardware,Credit Card,95371.88,17166.94,45,2026-01-11 12:15:35.226500,2026-02-25 12:15:35.226500,4,0,1,0,0,0.83,0
INV-104445,Global Traders,26FVTQD0343THZ3,Hardware,Cheque,38307.8,6895.4,15,2026-01-15 12:15:35.226510,2026-01-30 12:15:35.226510,90,0,1,0,0,1.04,0
INV-104446,Vertex Systems,25WQALA7309RTZJ,Maintenance,Cheque,22674.91,4081.48,30,2025-08-23 12:15:35.226519,2025-09-22 12:15:35.226519,93,1,1,0,0,0.95,1
INV-104447,Vertex Systems,32EQXZR7481TUZ5,Consulting,Credit Card,91051.79,16389.32,45,2025-07-25 12:15:35.226534,2025-09-08 12:15:35.226534,31,1,1,0,0,0.75,1
INV-104448,ABC Technologies,16PXMLX8866VDZ4,Hardware,Cheque,59018.58,10623.34,60,2025-10-25 12:15:35.226545,2025-12-24 12:15:35.226545,94,0,1,0,0,6.53,1
INV-104449,Bluechip Enterprises,32HYQDT5431W6ZS,Consulting,Bank Transfer,44036.69,7926.6,15,2026-04-10 12:15:35.226556,2026-04-25 12:15:35.226556,21,0,1,0,0,6.81,1
INV-104450,ABC Technologies,13NWMXD5956EKZ2,Electronics,Credit Card,60404.78,10872.86,15,2025-07-24 12:15:35.226567,2025-08-08 12:15:35.226567,78,0,1,0,0,0.86,0
INV-104451,Skyline Pvt Ltd,11AKVFS9532YIZA,Consulting,Cheque,66088.93,11896.01,15,2026-04-22 12:15:35.226579,2026-05-07 12:15:35.226579,83,0,1,0,0,0.91,0
INV-104452,ABC Technologies,22NOSPV4378HGZV,Software,Bank Transfer,59529.12,10715.24,30,2026-06-06 12:15:35.226588,2026-07-06 12:15:35.226588,85,0,1,0,0,1.14,0
INV-104453,Skyline Pvt Ltd,37FOPRI4628FWZE,Software,Credit Card,25607.62,4609.37,30,2025-08-09 12:15:35.226598,2025-09-08 12:15:35.226598,40,0,1,0,0,0.64,0
INV-104454,Future Innovations,36ZEXKU7082BLZ5,Consulting,UPI,48361.47,8705.06,45,2026-02-23 12:15:35.226607,2026-04-09 12:15:35.226607,38,0,1,0,0,1.14,0
INV-104455,Prime Electronics,36LHVJD2906QUZP,Maintenance,UPI,98784.9,17781.28,45,2026-02-28 12:15:35.226617,2026-04-14 12:15:35.226617,34,0,1,0,0,0.97,0
INV-104456,Apex Supplies,19RWUDE9540X9ZS,Electronics,UPI,95480.58,17186.5,45,2025-07-20 12:15:35.226626,2025-09-03 12:15:35.226626,74,0,1,0,0,0.86,0
INV-104457,XYZ Solutions,14RYNPB0382VXZ2,Software,Cheque,65552.24,11799.4,60,2026-02-11 12:15:35.226635,2026-04-12 12:15:35.226635,13,0,1,0,0,0.54,0
INV-104458,XYZ Solutions,21UOZKY6357TDZJ,Software,Credit Card,85127.04,15322.87,60,2025-08-14 12:15:35.226645,2025-10-13 12:15:35.226645,45,0,1,0,0,0.76,0
INV-104459,Prime Electronics,29BPIQP1754L2ZP,Electronics,Credit Card,79744.38,14353.99,45,2026-01-26 12:15:35.226654,2026-03-12 12:15:35.226654,23,0,1,0,0,1.35,0
INV-104460,Global Traders,21XKSRD9119FWZH,Consulting,Credit Card,28355.44,5103.98,15,2025-09-19 12:15:35.226663,2025-10-04 12:15:35.226663,88,0,1,0,0,1.08,0
