invoice_number,purchase_order,vendor_id,vendor_name,gst_number,category,country,state,currency,invoice_amount,gst_percentage,tax_amount,discount_percent,discount_amount,subtotal,total_amount,payment_method,payment_terms,payment_status,invoice_date,due_date,invoice_description,vendor_frequency,vendor_risk,blacklisted,duplicate_invoice,duplicate_po,gst_valid,tax_mismatch,date_anomaly,amount_anomaly,payment_anomaly,vendor_mismatch,currency_mismatch,risk_score,fraud
INV-2026-005409,PO-2026-005409,VEN1028,Bluechip Consulting,08EHVXE8524XGZP,Maintenance,India,RJ,INR,39473.67,18,7105.26,10,3947.37,35526.3,42631.56,RTGS,45,Paid,2025-12-19,2026-02-02,Printer Cartridge Supply,94,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005410,PO-2026-005410,VEN1047,Vision Systems,08NGQTG4112B8ZN,Software,India,RJ,INR,68804.32,18,12384.78,10,6880.43,61923.89,74308.67,Bank Transfer,45,Pending,2025-07-24,2025-09-07,Server Upgrade,89,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005411,PO-2026-005411,VEN1036,Skyline Private Limited,33RNNES2178L3Z4,Hardware,India,TN,INR,230979.35,18,41576.28,10,23097.94,207881.41,249457.69,RTGS,60,Overdue,2025-09-19,2025-11-18,Printer Cartridge Supply,121,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005412,PO-2026-005412,VEN1069,Vertex Corporation,07LHRNK4158FSZL,Consulting,India,DL,INR,175784.51,18,31641.21,0,0.0,175784.51,207425.72,NEFT,15,Pending,2025-08-25,2025-09-09,Laptop Procurement,113,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-001009,PO-2026-005413,VEN1008,Bluechip Electronics,19GPPXD3824VWZ6,Hardware,India,WB,INR,200082.25,18,36014.81,0,0.0,200082.25,236097.06,NEFT,30,Failed,2026-01-24,2026-01-21,Cyber Security Audit,129,Low,False,1,0,1,0,1,0,1,0,0,60,0
INV-2026-005414,PO-2026-005414,VEN1082,Zenith Services,07AOEQV5055IKZK,Hardware,India,DL,INR,176126.38,18,31702.75,10,17612.64,158513.74,190216.49,NEFT,30,Overdue,2025-11-14,2025-12-14,Server Upgrade,142,Low,True,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005415,PO-2026-005415,VEN1090,Unknown Vendor,29TVPPP5141FCZV,Office Supplies,India,KA,INR,29872.66,12,3584.72,5,1493.63,28379.03,31963.75,UPI,15,Processing,2026-05-15,2026-05-13,Firewall Installation,146,Low,False,0,0,1,0,1,0,0,1,0,15,0
INV-2026-005416,PO-2026-005416,VEN1000,Unknown Vendor,33UBSDD5851HRZW,Networking,India,TN,AED,123179.95,18,42529.02,5,6159.0,117020.95,139193.34,NEFT,30,Paid,2025-09-02,2025-10-02,Cyber Security Audit,110,Low,False,0,0,1,1,0,0,0,1,1,20,0
INV-2026-005417,PO-2026-005417,VEN1060,Unknown Vendor,INVALIDGST,Cloud Services,India,KA,INR,26206.71,18,9729.59,5,1310.34,24896.37,29613.58,UPI,60,Overdue,2025-12-30,2026-02-28,Cloud Storage Expansion,101,Low,False,0,0,0,1,0,0,0,1,0,45,0
INV-2026-005418,PO-2026-005418,VEN1041,Tech Systems,36XOQRC5859VQZ8,Networking,India,TS,INR,145011.07,18,26101.99,0,0.0,145011.07,171113.06,UPI,45,Pending,2026-02-20,2026-04-06,Firewall Installation,135,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005419,PO-2026-005419,VEN1018,Vision Industries,36JDILE4875O7Z6,Cloud Services,India,TS,INR,112593.68,18,20266.86,5,5629.68,106964.0,127230.86,RTGS,60,Processing,2026-04-30,2026-06-29,Cloud Infrastructure Subscription,53,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005420,PO-2026-005420,VEN1008,Bluechip Electronics,19GPPXD3824VWZ6,Hardware,India,WB,INR,225624.68,18,40612.44,10,22562.47,203062.21,243674.65,NEFT,30,Overdue,2026-03-17,2026-04-16,Firewall Installation,129,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005421,PO-2026-005421,VEN1007,Vision Private Limited,08SUIKN7426R6ZM,Maintenance,India,RJ,INR,35451.31,18,6381.24,5,1772.57,33678.74,40059.98,NEFT,45,Overdue,2025-10-27,2025-12-11,Firewall Installation,139,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005422,PO-2026-005422,VEN1041,Tech Systems,36XOQRC5859VQZ8,Networking,India,TS,INR,153504.87,18,27630.88,0,0.0,153504.87,181135.75,UPI,60,Processing,2025-07-06,2025-09-04,Firewall Installation,135,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005423,PO-2026-005423,VEN1089,Global Corporation,33TOTUJ5069G7ZM,Maintenance,India,TN,INR,39993.83,18,7198.89,5,1999.69,37994.14,45193.03,UPI,15,Processing,2026-04-05,2026-04-20,Office Furniture Purchase,56,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005424,PO-2026-005424,VEN1074,Prime Networks,19ECCYD6459RYZR,Software,India,WB,INR,47297.73,18,8513.59,10,4729.77,42567.96,51081.55,RTGS,30,Paid,2026-06-16,2026-07-16,Software License Renewal,106,Low,True,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005425,PO-2026-001791,VEN1011,Unknown Vendor,07PBPPU2079O4ZS,Hardware,India,DL,INR,240643.82,18,43315.89,5,12032.19,228611.63,271927.52,NEFT,60,Pending,2026-01-28,2026-03-29,Network Switch Installation,130,Low,False,0,1,1,0,0,0,0,1,0,20,0
INV-2026-005426,PO-2026-005426,VEN1058,Prime Industries,19KPLFJ5654V5ZI,Networking,India,WB,INR,132927.52,18,23926.95,5,6646.38,126281.14,150208.09,UPI,15,Paid,2026-03-26,2026-04-10,Annual Maintenance Contract,65,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005427,PO-2026-005427,VEN1069,Vertex Corporation,07LHRNK4158FSZL,Consulting,India,DL,INR,166665.29,18,29999.75,5,8333.26,158332.03,188331.78,NEFT,45,Overdue,2026-05-30,2026-07-14,Printer Cartridge Supply,113,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005428,PO-2026-005428,VEN1036,Skyline Private Limited,33RNNES2178L3Z4,Hardware,India,TN,INR,270356.27,18,36953.77,10,27035.63,243320.64,291984.77,RTGS,60,Pending,2025-07-24,2025-09-22,Printer Cartridge Supply,121,Low,False,0,0,1,1,0,0,0,0,0,20,0
INV-2026-005429,PO-2026-005429,VEN1076,Vision Consulting,36GZEAX1029KBZU,Maintenance,India,TS,INR,46224.85,18,8320.47,10,4622.48,41602.37,49922.84,UPI,15,Overdue,2025-10-08,2025-10-23,IT Infrastructure Upgrade,55,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005430,PO-2026-002736,VEN1007,Vision Private Limited,08SUIKN7426R6ZM,Maintenance,India,RJ,AED,50675.81,18,15310.24,0,0.0,50675.81,59797.46,NEFT,45,Pending,2025-07-29,2025-07-16,Firewall Installation,139,Low,False,0,1,1,1,1,0,0,0,1,55,0
INV-2026-005431,PO-2026-005431,VEN1096,ABC Technologies,27PYYMI5544SBZS,Software,India,MH,INR,31467.09,18,5664.08,0,0.0,31467.09,37131.17,UPI,60,Paid,2025-08-17,2025-10-16,Laptop Procurement,95,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005432,PO-2026-005432,VEN1037,Vertex Industries,36LWHXI7363K2ZE,Hardware,India,TS,INR,137647.93,18,24776.63,5,6882.4,130765.53,155542.16,NEFT,45,Paid,2026-03-24,2026-05-08,Business Analytics Consulting,146,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005433,PO-2026-005433,VEN1035,Global Networks,08SLHZX6921N9ZL,Cloud Services,India,RJ,INR,60200.68,18,10836.12,0,0.0,60200.68,71036.8,Bank Transfer,45,Processing,2026-06-09,2026-07-24,Software License Renewal,113,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-001587,PO-2026-005434,VEN1019,Zenith Solutions,36EHUCM1069QSZP,Office Supplies,India,TS,AED,43284.71,12,854.2,0,0.0,12668.97,14189.25,Cheque,30,Pending,2026-01-06,2026-02-05,Desktop Computer Purchase,143,Low,False,1,0,1,1,0,1,0,0,1,70,1
INV-2026-005435,PO-2026-005435,VEN1045,Apex Systems,29WJSTJ1658USZJ,Cloud Services,India,KA,INR,122039.88,18,21967.18,10,12203.99,109835.89,131803.07,UPI,60,Paid,2025-07-13,2025-09-11,Laptop Procurement,116,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005436,PO-2026-005436,VEN1085,Alpha Networks,19RIMMZ4392DJZ8,Maintenance,India,WB,INR,35862.84,18,6455.31,5,1793.14,34069.7,40525.01,Bank Transfer,45,Overdue,2025-09-19,2025-11-03,Printer Cartridge Supply,146,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005437,PO-2026-005437,VEN1044,Bluechip Solutions,33FGXVE2142LWZW,Software,India,TN,INR,75032.14,18,13505.79,10,7503.21,67528.93,81034.72,Bank Transfer,15,Pending,2025-11-17,2025-12-02,Database Consulting,128,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005438,PO-2026-005438,VEN1060,Future Electronics,29DXMRR9575X2ZQ,Cloud Services,India,KA,INR,34647.19,18,6236.49,10,3464.72,31182.47,37418.96,UPI,15,Processing,2026-03-30,2026-04-14,Cloud Storage Expansion,101,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005439,PO-2026-005439,VEN1017,Future Systems,33VKSAT0710FGZG,Software,India,TN,INR,69063.41,18,12431.41,5,3453.17,65610.24,78041.65,UPI,15,Processing,2025-12-02,2025-12-17,IT Infrastructure Upgrade,79,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005440,PO-2026-005440,VEN1046,Bluechip Technologies,08MQJPC5354YVZT,Electronics,India,RJ,INR,19308.79,28,5406.46,5,965.44,18343.35,23749.81,NEFT,45,Pending,2025-12-26,2026-02-09,Database Consulting,148,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005441,PO-2026-005441,VEN1032,Delta Software,33ZIPXX4214JDZV,Software,India,TN,USD,63361.84,18,11405.13,10,6336.18,57025.66,68430.79,Cheque,30,Pending,2025-10-28,2025-11-27,Printer Cartridge Supply,90,Low,False,0,0,1,0,0,0,0,0,1,0,0
INV-2026-005442,PO-2026-005442,VEN1080,Skyline Electronics,19NJTHC4553O3Z3,Cloud Services,India,WB,INR,35752.52,18,6435.45,0,0.0,35752.52,42187.97,Cheque,60,Pending,2026-03-25,2026-05-24,Desktop Computer Purchase,87,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005443,PO-2026-005443,VEN1045,Apex Systems,29WJSTJ1658USZJ,Cloud Services,India,KA,INR,115766.67,18,20838.0,0,0.0,115766.67,136604.67,UPI,60,Overdue,2026-02-02,2026-04-03,Office Furniture Purchase,116,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-001949,PO-2026-005444,VEN1054,Vision Enterprises,24EYKZA5476N1Z7,Office Supplies,India,GJ,INR,44214.77,12,5305.77,10,4421.48,39793.29,45099.06,RTGS,30,Pending,2026-02-22,2026-03-24,Desktop Computer Purchase,142,Low,False,1,0,1,0,0,0,0,0,0,30,0
INV-2026-005445,PO-2026-005445,VEN1074,Prime Networks,19ECCYD6459RYZR,Software,India,WB,INR,28913.8,18,5204.48,5,1445.69,27468.11,32672.59,RTGS,30,Paid,2025-10-11,2025-11-10,IT Infrastructure Upgrade,106,Low,True,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005446,PO-2026-005446,VEN1085,Alpha Networks,19RIMMZ4392DJZ8,Maintenance,India,WB,INR,72062.72,18,2060.08,10,2948.12,26533.13,31839.75,Bank Transfer,30,Pending,2025-07-10,2025-08-09,Desktop Computer Purchase,146,Medium,False,0,0,1,1,0,1,0,0,0,40,0
INV-2026-005447,PO-2026-005447,VEN1016,ABC Electronics,29BDPLZ3521MUZM,Electronics,India,KA,INR,19030.45,28,5328.53,10,1903.05,17127.4,22455.93,Bank Transfer,45,Processing,2025-09-28,2025-11-12,Database Consulting,122,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005448,PO-2026-005448,VEN1095,Vertex Electronics,08MBFIA5018SZZK,Maintenance,India,RJ,INR,19784.04,18,3561.13,0,0.0,19784.04,23345.17,Bank Transfer,15,Overdue,2026-04-21,2026-05-06,Laptop Procurement,53,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005449,PO-2026-005449,VEN1059,Global Consulting,27EHCKP6509LXZ9,Networking,India,MH,INR,29214.89,18,5258.68,5,1460.74,27754.15,33012.83,Bank Transfer,45,Processing,2025-11-08,2025-12-23,Printer Cartridge Supply,121,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005450,PO-2026-005450,VEN1098,Vision Solutions,36HPMQP9221E8ZL,Electronics,India,TS,INR,61346.03,28,17176.89,10,6134.6,55211.43,72388.32,Cheque,45,Pending,2025-08-08,2025-09-22,Firewall Installation,44,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005451,PO-2026-005451,VEN1045,Apex Systems,29WJSTJ1658USZJ,Cloud Services,India,KA,INR,124600.94,18,22428.17,10,12460.09,112140.85,134569.02,UPI,60,Overdue,2025-07-13,2025-09-11,Office Furniture Purchase,116,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005452,PO-2026-005452,VEN1032,Delta Software,33ZIPXX4214JDZV,Software,India,TN,INR,52104.73,18,9378.85,5,2605.24,49499.49,58878.34,Cheque,30,Processing,2026-01-31,2026-03-02,Firewall Installation,90,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005453,PO-2026-007417,VEN1068,Sigma Consulting,08DYFMB3906CFZC,Software,India,RJ,INR,54067.2,18,9732.1,10,5406.72,48660.48,58392.58,NEFT,45,Pending,2026-02-21,2026-04-07,Database Consulting,125,Low,False,0,1,1,0,0,0,0,0,0,20,0
INV-2026-005454,PO-2026-000222,VEN1052,Unknown Vendor,INVALIDGST,Office Supplies,India,GJ,INR,141173.21,12,4156.76,5,1731.98,32907.71,37064.47,RTGS,60,Pending,2025-07-15,2025-09-13,Printer Cartridge Supply,105,Low,False,0,1,0,0,0,1,0,1,0,65,0
INV-2026-005455,PO-2026-005455,VEN1005,Future Private Limited,33HGUCP0802RKZD,Cloud Services,India,TN,INR,30148.48,18,5426.73,10,3014.85,27133.63,32560.36,NEFT,15,Pending,2025-09-01,2025-09-16,Software License Renewal,111,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005456,PO-2026-005269,VEN1093,Delta Consulting,INVALIDGST,Cloud Services,India,KA,INR,129810.59,18,8021.54,10,4456.41,40107.71,48129.25,Cheque,60,Pending,2025-08-28,2025-08-23,Cloud Storage Expansion,80,Medium,False,0,1,0,0,1,1,0,0,0,80,1
INV-2026-005457,PO-2026-005457,VEN1071,Prime Private Limited,08JSTUJ1844I6ZR,Consulting,India,RJ,INR,111848.18,18,20132.67,5,5592.41,106255.77,126388.44,Bank Transfer,45,Pending,2025-09-07,2025-10-22,Firewall Installation,60,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005458,PO-2026-004429,VEN1040,Quantum Consulting,33NJZSC7551X9Z8,Office Supplies,India,TN,INR,162340.91,12,11118.88,0,0.0,38115.01,42688.81,UPI,15,Overdue,2026-02-04,2026-02-03,Desktop Computer Purchase,74,Low,False,0,1,1,1,1,1,0,0,0,75,1
INV-2026-005459,PO-2026-005459,VEN1087,Alpha Solutions,29YOFEC1972Q4Z9,Cloud Services,India,KA,INR,115514.12,18,20792.54,0,0.0,115514.12,136306.66,UPI,30,Paid,2025-07-06,2025-08-05,Cloud Storage Expansion,80,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005460,PO-2026-005460,VEN1029,Nova Industries,29PFRPH6751ELZ8,Networking,India,KA,INR,104474.03,18,18805.33,0,0.0,104474.03,123279.36,RTGS,30,Paid,2025-07-11,2025-08-10,Business Analytics Consulting,123,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005885,PO-2026-005461,VEN1001,ABC Software,27TGNMH8774S3ZS,Software,India,MH,EUR,267627.52,18,12832.0,5,3564.44,67724.45,80556.45,UPI,45,Overdue,2026-06-10,2026-07-25,Cloud Storage Expansion,87,Low,False,1,0,1,0,0,1,0,0,1,50,0
INV-2026-005462,PO-2026-009504,VEN1035,Unknown Vendor,08SLHZX6921N9ZL,Cloud Services,India,RJ,INR,82767.12,18,25808.38,0,0.0,82767.12,97665.2,Bank Transfer,45,Failed,2025-10-24,2025-12-08,Cloud Infrastructure Subscription,113,Low,False,0,1,1,1,0,0,1,1,0,55,0
INV-2026-001264,PO-2026-005463,VEN1082,Unknown Vendor,07AOEQV5055IKZK,Hardware,India,DL,INR,556849.45,18,25815.05,10,14341.7,129075.26,154890.31,NEFT,60,Failed,2025-08-24,2025-10-23,Laptop Procurement,142,Low,True,1,0,1,0,0,1,1,1,0,100,1
INV-2026-005464,PO-2026-005464,VEN1085,Alpha Networks,19RIMMZ4392DJZ8,Maintenance,India,WB,INR,35259.65,18,6346.74,10,3525.97,31733.68,38080.42,Bank Transfer,60,Overdue,2025-12-26,2026-02-24,Database Consulting,146,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005465,PO-2026-005465,VEN1011,Unknown Vendor,07PBPPU2079O4ZS,Hardware,India,DL,INR,519955.34,18,28892.12,5,8025.59,152486.18,181378.3,NEFT,60,Failed,2026-04-03,2026-06-02,Software License Renewal,130,Low,False,0,0,1,0,0,1,1,1,0,35,0
INV-2026-005466,PO-2026-005466,VEN1049,ABC Enterprises,27FAVKH7373L9ZD,Consulting,India,MH,INR,98583.32,18,17745.0,10,9858.33,88724.99,106469.99,Bank Transfer,15,Overdue,2026-05-30,2026-06-14,Firewall Installation,107,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005467,PO-2026-005467,VEN1044,Bluechip Solutions,33FGXVE2142LWZW,Software,India,TN,INR,90969.36,18,33248.06,5,4548.47,86420.89,102795.37,Bank Transfer,15,Failed,2025-12-28,2026-01-12,Business Analytics Consulting,128,Low,False,0,0,1,1,0,0,1,0,0,35,0
INV-2026-005468,PO-2026-005468,VEN1002,Alpha Industries,29KUGZG1766CWZ8,Office Supplies,India,KA,INR,19906.17,12,2388.74,0,0.0,19906.17,22294.91,RTGS,60,Overdue,2026-06-28,2026-08-27,Cloud Storage Expansion,38,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005469,PO-2026-005469,VEN1065,Apex Enterprises,07MFZWQ7205URZJ,Office Supplies,India,DL,INR,9158.5,12,1099.02,0,0.0,9158.5,10257.52,NEFT,30,Paid,2025-11-16,2025-12-16,Office Furniture Purchase,68,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005470,PO-2026-005470,VEN1090,Vertex Technologies,29TVPPP5141FCZV,Office Supplies,India,KA,INR,32990.26,12,3958.83,10,3299.03,29691.23,33650.06,UPI,60,Processing,2026-03-19,2026-05-18,Cyber Security Audit,146,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007200,PO-2026-005471,VEN1036,Skyline Private Limited,INVALIDGST,Hardware,India,TN,INR,242027.56,18,43564.96,0,0.0,242027.56,285592.52,RTGS,45,Failed,2025-08-20,2025-10-04,Firewall Installation,121,Low,False,1,0,0,0,0,0,1,0,0,70,1
INV-2026-005472,PO-2026-005472,VEN1011,Apex Consulting,07PBPPU2079O4ZS,Hardware,India,DL,INR,206343.77,18,37141.88,0,0.0,206343.77,243485.65,NEFT,30,Overdue,2025-10-19,2025-11-18,Cyber Security Audit,130,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005473,PO-2026-005473,VEN1083,Future Consulting,29TIUKL5562KUZM,Maintenance,India,KA,INR,59341.72,18,10681.51,10,5934.17,53407.55,64089.06,Bank Transfer,45,Pending,2026-01-26,2026-03-12,Office Furniture Purchase,35,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005474,PO-2026-005474,VEN1037,Unknown Vendor,36LWHXI7363K2ZE,Hardware,India,TS,INR,388505.43,18,24922.09,0,0.0,138456.04,163378.13,NEFT,60,Processing,2025-09-01,2025-10-31,Cloud Storage Expansion,146,Low,False,0,0,1,0,0,1,0,1,0,20,0
INV-2026-005475,PO-2026-005475,VEN1047,Vision Systems,08NGQTG4112B8ZN,Software,India,RJ,INR,71493.57,18,12868.84,10,7149.36,64344.21,77213.05,Bank Transfer,15,Overdue,2026-03-07,2026-03-22,Network Switch Installation,89,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005476,PO-2026-005476,VEN1083,Future Consulting,29TIUKL5562KUZM,Maintenance,India,KA,INR,53705.43,18,9666.98,5,2685.27,51020.16,60687.14,Bank Transfer,30,Overdue,2026-06-19,2026-07-19,Office Furniture Purchase,35,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005477,PO-2026-005477,VEN1007,Vision Private Limited,08SUIKN7426R6ZM,Maintenance,India,RJ,INR,41261.15,18,7427.01,0,0.0,41261.15,48688.16,NEFT,45,Processing,2025-09-07,2025-10-22,Network Switch Installation,139,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005478,PO-2026-005478,VEN1096,ABC Technologies,INVALIDGST,Software,India,MH,INR,45422.08,18,8175.97,0,0.0,45422.08,53598.05,UPI,60,Paid,2025-09-21,2025-09-12,Printer Cartridge Supply,95,Low,False,0,0,0,0,1,0,0,0,0,40,0
INV-2026-005479,PO-2026-005479,VEN1044,Bluechip Solutions,33FGXVE2142LWZW,Software,India,TN,INR,70935.67,18,12768.42,10,7093.57,63842.1,76610.52,Bank Transfer,60,Pending,2026-02-11,2026-04-12,Desktop Computer Purchase,128,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005480,PO-2026-005480,VEN1090,Vertex Technologies,29TVPPP5141FCZV,Office Supplies,India,KA,INR,31617.66,12,3794.12,10,3161.77,28455.89,32250.01,UPI,60,Processing,2025-08-23,2025-10-22,Cloud Storage Expansion,146,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005481,PO-2026-005481,VEN1022,Skyline Systems,08BGOOI3744QZZV,Cloud Services,India,RJ,INR,50814.18,18,9146.55,10,5081.42,45732.76,54879.31,Bank Transfer,45,Pending,2025-12-17,2026-01-31,Business Analytics Consulting,46,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005482,PO-2026-005482,VEN1068,Sigma Consulting,08DYFMB3906CFZC,Software,India,RJ,INR,73158.47,18,13168.52,5,3657.92,69500.55,82669.07,NEFT,60,Paid,2025-10-18,2025-12-17,Business Analytics Consulting,125,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005483,PO-2026-005483,VEN1002,Alpha Industries,29KUGZG1766CWZ8,Office Supplies,India,KA,INR,22260.09,12,2671.21,0,0.0,22260.09,24931.3,RTGS,45,Pending,2025-07-15,2025-08-29,Annual Maintenance Contract,38,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000491,PO-2026-005484,VEN1053,Apex Services,24RYIGR1720YJZQ,Consulting,India,GJ,GBP,524576.35,18,21094.34,0,0.0,117190.78,138285.12,RTGS,60,Failed,2026-05-27,2026-07-26,Printer Cartridge Supply,72,Low,False,1,0,1,0,0,1,1,0,1,65,0
INV-2026-005485,PO-2026-006371,VEN1043,Bluechip Industries,INVALIDGST,Office Supplies,India,MH,EUR,44908.52,12,5389.02,10,4490.85,40417.67,45806.69,NEFT,30,Pending,2026-02-12,2026-01-30,Laptop Procurement,44,Medium,False,0,1,0,0,1,0,0,0,1,60,0
INV-2026-005486,PO-2026-005486,VEN1026,Nova Services,07JGDNA0545PGZB,Consulting,India,DL,INR,76883.39,18,13839.01,5,3844.17,73039.22,86878.23,RTGS,60,Paid,2025-10-19,2025-12-18,Server Upgrade,87,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005219,PO-2026-005487,VEN1096,Unknown Vendor,27PYYMI5544SBZS,Software,India,MH,INR,155645.8,18,6633.26,5,1842.57,35008.88,41642.14,UPI,45,Pending,2026-01-04,2026-02-18,Business Analytics Consulting,95,Low,False,1,0,1,0,0,1,0,1,0,50,0
INV-2026-005488,PO-2026-005488,VEN1069,Vertex Corporation,07LHRNK4158FSZL,Consulting,India,DL,INR,188914.14,18,34004.55,5,9445.71,179468.43,213472.98,NEFT,60,Overdue,2025-09-02,2025-11-01,Desktop Computer Purchase,113,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005489,PO-2026-005489,VEN1001,ABC Software,27TGNMH8774S3ZS,Software,India,MH,INR,61096.97,18,10997.45,5,3054.85,58042.12,69039.57,UPI,60,Paid,2025-12-19,2026-02-17,Printer Cartridge Supply,87,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005490,PO-2026-005490,VEN1060,Future Electronics,29DXMRR9575X2ZQ,Cloud Services,India,KA,INR,33938.52,18,6108.93,5,1696.93,32241.59,38350.52,UPI,45,Overdue,2025-12-20,2026-02-03,Network Switch Installation,101,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005491,PO-2026-005491,VEN1045,Apex Systems,29WJSTJ1658USZJ,Cloud Services,India,KA,EUR,93215.26,18,16778.75,0,0.0,93215.26,109994.01,UPI,30,Processing,2026-06-24,2026-07-24,Annual Maintenance Contract,116,Medium,False,0,0,1,0,0,0,0,0,1,0,0
INV-2026-005259,PO-2026-005492,VEN1072,Unknown Vendor,29VUDMV2735U3ZX,Cloud Services,India,KA,EUR,60521.1,18,16311.78,10,6052.11,54468.99,65362.79,UPI,15,Paid,2026-03-26,2026-04-10,Software License Renewal,57,High,False,1,0,1,1,0,0,0,1,1,50,0
INV-2026-005493,PO-2026-005493,VEN1037,Vertex Industries,36LWHXI7363K2ZE,Hardware,India,TS,INR,121634.62,18,21894.23,10,12163.46,109471.16,131365.39,NEFT,45,Paid,2026-01-15,2026-03-01,Cloud Storage Expansion,146,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005494,PO-2026-005494,VEN1011,Apex Consulting,07PBPPU2079O4ZS,Hardware,India,DL,INR,218856.96,18,39394.25,0,0.0,218856.96,258251.21,NEFT,30,Overdue,2025-12-08,2026-01-07,Business Analytics Consulting,130,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005495,PO-2026-005495,VEN1038,Prime Technologies,24FGIUK4053ONZE,Cloud Services,India,GJ,INR,43754.9,18,7875.88,0,0.0,43754.9,51630.78,Cheque,45,Processing,2026-03-26,2026-05-10,Network Switch Installation,109,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005496,PO-2026-005496,VEN1037,Vertex Industries,36LWHXI7363K2ZE,Hardware,India,TS,INR,113350.72,18,20403.13,0,0.0,113350.72,133753.85,NEFT,15,Processing,2026-04-13,2026-04-28,Firewall Installation,146,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-005497,PO-2026-001463,VEN1088,Quantum Solutions,INVALIDGST,Software,India,RJ,INR,200106.79,18,9649.64,5,2680.46,50928.65,60578.29,Cheque,30,Paid,2025-09-23,2025-10-23,Business Analytics Consulting,88,High,False,0,1,0,0,0,1,0,0,0,65,0
INV-2026-005498,PO-2026-005498,VEN1093,Unknown Vendor,29RXJXL8054I8Z2,Cloud Services,India,KA,INR,56154.39,18,10107.79,10,5615.44,50538.95,60646.74,Cheque,15,Failed,2025-09-27,2025-10-12,Annual Maintenance Contract,80,Medium,False,0,0,1,0,0,0,1,1,0,15,0
